revenue,costs,audited,market_focus,ceo_tenure_years,risk
12804886.676215257,10756062.370126858,1.0,Scale,10.718131613040358,healthy
11577704.298615634,10818578.628539015,1.0,Industrial,2.1712590464001416,cost_risk
17162823.506940853,12082738.018418366,1.0,Contract,5.874070668553341,healthy
6557130.357176908,5530998.112426205,1.0,Ads,3.015824881887453,healthy
9257386.039132062,9348035.00248989,1.0,Industrial,7.694151393080376,cost_risk
15177272.663319416,13090567.9056374,1.0,Ads,0.9395740910844799,healthy
51026410.01260971,33505980.23660049,1.0,Ads,8.016781741735809,sales_risk
3827197.3505038153,3014074.5928991125,1.0,Ads,4.402538671532363,healthy
1459883.768088458,1237988.6319494988,0.0,Industrial,1.034423189769703,sales_risk
5476159.044306539,4318808.488166329,1.0,"Contract,Industrial",9.03121952031365,healthy
9722257.795793068,6224029.010536947,0.0,"Industrial,Contract",2.703443161938109,healthy
10585303.05979602,7612411.899821647,0.0,"Ads,Industrial",4.135581993794568,healthy
9744540.971250692,9421585.125236198,1.0,Scale,7.856689229245621,cost_risk
28999528.310949057,22845965.28987342,1.0,"Industrial,Scale",4.187035078035261,healthy
23583309.44258844,14920396.497764891,1.0,"Industrial,Scale",7.725991624423674,healthy
8458920.263833234,8236548.326329059,1.0,Industrial,5.2707287492609955,cost_risk
5556355.008580254,4216618.1375740105,0.0,Ads,3.656858275998212,healthy
6286978.317760573,5296816.104703708,0.0,"Industrial,Ads",8.321959540885786,healthy
6222584.21460003,4230656.207786132,0.0,Contract,5.42902385558821,healthy
7091450.958582649,6532597.426867584,1.0,Contract,3.5127919659799085,healthy
1843818.8457796203,1476858.9475104068,0.0,Ads,13.812039525976957,sales_risk
5603821.06667908,4359983.602131638,0.0,Ads,1.3973867861866534,healthy
5810167.620197112,4057099.1257459326,1.0,Contract,3.3818735774190873,healthy
7356682.297666833,4745245.004521936,1.0,Contract,3.7061490950744824,healthy
6890815.4424759885,6732223.4447302595,0.0,"Scale,Contract",17.53977942572269,cost_risk
17400458.97355758,12050402.682920493,1.0,Contract,4.497824374488641,healthy
5220254.137596321,3955676.8107745545,1.0,Scale,2.9315311901968846,healthy
5731124.392906953,4659233.199544925,0.0,Contract,5.288679409856959,healthy
15278218.653954154,14374380.698104495,1.0,Ads,1.8502954850532567,cost_risk
7022888.46240462,5250832.753522906,1.0,Ads,3.1889870272352314,healthy
11033589.035633279,10357961.754707372,1.0,Scale,0.9496706346332131,cost_risk
17354036.669397112,17795358.30591881,1.0,Industrial,12.009543971646266,cost_risk
13550980.913066816,11635136.99121596,1.0,Industrial,8.426591104356003,healthy
11411845.44455081,8591046.55103208,0.0,Industrial,3.791872333015614,healthy
7301266.924226021,7278321.1285436265,0.0,Scale,4.475634730413634,cost_risk
17573349.915587526,13056470.585263731,1.0,"Industrial,Contract",10.836204052013247,healthy
10591368.567273434,8756059.335170988,1.0,"Industrial,Contract",10.13006664385577,healthy
5363606.97027428,5007332.207539641,0.0,"Ads,Scale",9.896851841800459,cost_risk
7642159.765413781,6764540.510064017,1.0,Industrial,9.383790381301905,healthy
2628359.966281366,1878369.3218530987,0.0,"Industrial,Contract",6.903357952635407,healthy
3397138.528103593,3440657.7491949257,0.0,Scale,7.701062161625664,cost_risk
1351995.1701730655,1227198.9593006254,0.0,Industrial,2.941294401978406,both_risks
4502163.506354212,4557631.649775945,0.0,"Ads,Scale",6.75064421520076,cost_risk
33785606.33343239,29966913.10918803,1.0,Ads,9.005526615217615,healthy
5093680.236658244,5067719.027093763,1.0,Contract,5.762395726352145,cost_risk
19531533.443497173,14923118.46248444,0.0,Ads,3.8580940445721943,healthy
8855507.552844767,7600275.447745248,1.0,Contract,9.700700695996728,healthy
4410290.758615456,3698451.437413513,0.0,Ads,13.72362375374773,healthy
33878105.73338416,31907044.601985134,1.0,Contract,14.83392489134875,both_risks
15905982.409149576,11417300.67198515,0.0,"Ads,Scale",18.113254743717572,healthy
1541396.5817856858,1423469.292627854,1.0,"Industrial,Contract",1.6024806515607013,sales_risk
25176012.096071627,19961323.06103345,0.0,"Ads,Scale",12.615977869031283,sales_risk
3033441.995218159,2368701.6851465367,0.0,Scale,6.296960988383075,healthy
7437802.895241365,6789854.824300552,1.0,"Ads,Industrial",4.041387293173375,healthy
17332838.19304809,11436246.699881565,0.0,Contract,4.935528188041606,healthy
6583959.2982445555,5862783.61320161,1.0,"Ads,Contract",4.488002176357233,healthy
27205890.099998686,20346729.423044987,1.0,"Contract,Industrial",4.741173684567192,healthy
19024986.659696355,17077308.941797283,1.0,Industrial,12.253241343071956,healthy
1836045.054800234,1602312.7649289593,0.0,Industrial,6.421694215639853,sales_risk
5540336.758263642,6070582.170795834,0.0,Contract,10.281078795222513,cost_risk
11781884.91584283,6965462.979165767,1.0,Industrial,8.612879575065048,healthy
5000264.248665409,3793622.6657899884,0.0,Ads,3.2162299472407696,healthy
7157873.472808254,7257090.238869816,0.0,"Contract,Industrial",3.6015413284001196,cost_risk
19772149.436944567,13742636.384867407,1.0,Contract,3.6689048037276653,healthy
12197984.689627912,10344181.67316505,1.0,Industrial,5.426577341895586,healthy
3539092.742541754,2861161.5001680506,0.0,Contract,2.3899285161093693,healthy
10581379.562803596,7928795.294918988,1.0,Ads,1.7493614429514925,healthy
4817329.875975725,4971338.642385649,1.0,Contract,10.364953325194238,cost_risk
2636090.854381055,2198243.8098688596,0.0,Scale,0.7326491242208077,healthy
2870348.9048987194,2211514.9204697576,1.0,Contract,2.444850146176237,healthy
11839542.38906396,12118670.790689979,1.0,"Industrial,Contract",3.002231591789987,cost_risk
8639768.046987977,6700584.767927467,1.0,Industrial,7.3179815587398,healthy
8934509.499679845,7554572.916130893,0.0,Ads,18.077945574095448,healthy
2824356.0569236386,2352060.838110681,0.0,"Scale,Ads",8.089086649288964,healthy
7393194.331057299,7561722.510568566,0.0,"Industrial,Contract",2.4342877034492187,cost_risk
3149746.061800848,2485728.1596471965,0.0,"Ads,Industrial",6.27328276840848,healthy
3518714.0933213346,2372727.66030291,1.0,Contract,11.95875828000903,healthy
7533522.1785518,6875635.771073609,0.0,Industrial,7.530888730366262,healthy
2227988.121784292,1613541.6761185103,0.0,"Industrial,Scale",1.0253937030351397,healthy
17352849.138783716,13667434.100311533,1.0,Ads,4.419955223598855,healthy
106844263.54241286,96855526.65500677,1.0,Ads,6.957606832526229,sales_risk
14059701.997857995,11618248.125805158,1.0,"Contract,Scale",8.955972794066192,healthy
3131732.303464186,2189912.197922242,1.0,Ads,3.6117514800800823,healthy
6775437.415697549,5701218.223544161,0.0,Ads,7.679320471371017,healthy
1875830.5070602377,1357356.3089322606,1.0,"Contract,Industrial",10.401932359429615,healthy
6091370.2763780905,5453527.305581613,1.0,Industrial,5.208622097681594,healthy
14758266.66425273,10452296.436331864,1.0,Industrial,1.5948205835223126,healthy
16020581.001167603,13180664.364365658,0.0,Contract,0.9711073044715866,healthy
3166879.4049021504,3470650.6087900577,0.0,Ads,6.827048322173949,cost_risk
11984751.045803202,8515060.557170102,0.0,Ads,1.5995973552240814,healthy
28244463.809464674,24507356.278303638,1.0,"Ads,Scale",8.131404251629936,sales_risk
51397062.81415244,51083330.827287056,1.0,"Ads,Scale",18.770672244393268,both_risks
4409205.6977041615,4191122.797672116,1.0,Ads,5.928678262479769,cost_risk
3744504.992354798,3470634.321939199,0.0,"Ads,Industrial",2.8170476359529713,cost_risk
9383054.138641948,7715634.4718800755,0.0,Industrial,5.855376985711607,healthy
475399.0461219754,469193.08025933575,0.0,Ads,6.370475671991567,both_risks
5225003.359853551,4168723.6425653156,1.0,Ads,2.4471208426680864,healthy
6776864.09926503,6974782.391624272,1.0,Contract,9.198821384919187,cost_risk
5613348.682182236,4950909.638268699,0.0,Contract,9.790007470888579,healthy
1823241.961292059,1287730.8702731878,0.0,"Industrial,Contract",2.9575383659804197,healthy
6951367.023794256,7455086.9210796375,0.0,Ads,24.554340182055704,cost_risk
4087284.5362094566,3275915.845238448,0.0,Industrial,0.3854332519281448,healthy
18953194.651146565,17664188.48604229,1.0,Ads,5.903990718952334,healthy
3546689.469563637,3256764.04933198,1.0,Ads,6.221659471117773,cost_risk
6700246.469912959,6553668.705549905,0.0,Industrial,5.543808913651276,cost_risk
7039530.776739303,5244804.113494736,1.0,Scale,3.338401882359289,healthy
15674902.452290291,12216067.11611397,0.0,"Industrial,Contract",5.127334539172229,healthy
696689.7018856761,604497.5123517043,0.0,Industrial,17.457114523026455,sales_risk
6320918.3505873345,7070745.512367575,1.0,Industrial,3.4287483400872754,cost_risk
18993647.692842685,15722034.526575916,1.0,Industrial,4.910536877153551,healthy
6189171.32659074,5323326.450630747,1.0,Ads,11.697973897406257,healthy
1930062.673388394,1640817.698665925,0.0,Scale,9.969116821585665,sales_risk
12318320.362762684,11896306.483885983,1.0,Industrial,0.47946445639247415,cost_risk
12443225.62456561,13166028.167258276,1.0,Ads,1.6483553144459486,cost_risk
6780155.590080156,5420097.387703141,0.0,Industrial,10.365579985820448,healthy
2786242.0007603266,2126480.719373239,1.0,"Industrial,Scale",4.274017703302732,healthy
4236825.54454134,3338774.739691394,0.0,Ads,7.524787457231177,healthy
6493053.629628638,4981802.553315232,1.0,"Industrial,Scale",1.4866736304062806,healthy
3702308.6564774457,3395761.5090695065,0.0,"Industrial,Contract",9.01750655713867,cost_risk
1302533.3431729788,1187197.2057654592,0.0,"Industrial,Scale",5.4403260089417325,sales_risk
4117320.7280964972,3729267.275872799,0.0,Industrial,9.239844082115317,healthy
8354042.116704987,8629156.91958729,1.0,"Industrial,Contract",3.692167569710765,cost_risk
5351780.850353351,4426754.504098677,1.0,Industrial,1.5802107680289077,healthy
8239310.002852708,7808546.476210414,1.0,Ads,2.725532504141791,cost_risk
9661485.559215365,8852876.228549974,0.0,Ads,4.234466096304446,healthy
21781586.183974303,17075875.985759065,1.0,Industrial,1.0551531463438693,healthy
80504538.80350271,64845499.28853674,1.0,Industrial,5.159096553920264,sales_risk
18472225.54652774,14812490.079534043,1.0,Ads,4.751342963192637,healthy
2181823.2827783017,1859751.0856998973,0.0,Ads,0.7065167041773417,sales_risk
623469.4546075126,605121.0088618337,0.0,Industrial,2.198406172175935,both_risks
8085135.670165706,8220689.625977574,0.0,"Ads,Scale",12.289921585109353,cost_risk
9543667.802983114,8549463.17481159,1.0,Contract,9.996434421681736,healthy
2780459.3175666593,2827494.9830392986,1.0,Scale,13.8939258923448,cost_risk
11664168.009133555,10190298.312297147,0.0,"Industrial,Scale",1.9050621858750927,healthy
4126996.2997189523,3774665.5357420775,0.0,Industrial,3.391332314819022,cost_risk
13291957.788995108,11385660.905301804,0.0,Ads,3.5553159010082718,healthy
6417131.872601346,6735705.891369484,0.0,Scale,4.0423115979521365,cost_risk
13222924.565455416,13901619.61451237,1.0,Industrial,4.880415338209881,cost_risk
1554718.1076290861,1238091.8015369012,0.0,Ads,3.3581671875229917,sales_risk
5731759.587596758,5589822.294276352,0.0,Industrial,1.1492891505909448,cost_risk
7659091.974693246,6775565.811134916,0.0,Contract,1.8727678825457912,healthy
2137452.537568199,1702761.984673596,1.0,"Industrial,Contract",2.945219618949077,healthy
58371496.687087476,54750689.720161535,1.0,Ads,8.841246682563746,both_risks
5174361.914173621,4415501.355054009,1.0,Industrial,12.884440489621387,healthy
35675392.70118825,29287558.26370845,1.0,Ads,6.257493973256423,sales_risk
4572898.966350549,3891067.509006388,1.0,"Industrial,Scale",0.947464172352448,healthy
7060517.058383146,5849157.182464293,1.0,Contract,2.1286636242411845,healthy
29031787.59787403,20230195.057592433,0.0,Industrial,6.135859486767211,healthy
12040985.480410283,9131573.239019128,1.0,Ads,1.2853240896551326,healthy
10767623.335737191,8647813.24014407,1.0,"Ads,Scale",4.632457180711634,healthy
11593364.287040375,10856271.84281666,0.0,Ads,2.3711399391586885,cost_risk
2266714.816348129,2391277.293305731,0.0,Industrial,9.49947476266429,cost_risk
6019089.297534975,5244946.502299125,0.0,"Ads,Contract",4.623825234578734,healthy
3414543.4283969067,2456373.5484994324,0.0,"Ads,Scale",2.158826070731364,healthy
10825485.19236878,8110181.58214771,0.0,Industrial,13.375878132341185,healthy
5157702.9292798005,4690203.307571201,0.0,Ads,9.489544058406732,healthy
8503095.898499915,6817500.500689581,1.0,"Ads,Contract",2.1560660215509406,healthy
8225152.839384577,6299171.058932849,1.0,"Industrial,Ads",2.8459042946302695,healthy
8568725.945857836,6906838.1721927505,1.0,Industrial,1.4710500666912965,healthy
8582646.536920497,7465769.036302936,0.0,Contract,10.675048885663287,healthy
4627937.644232273,4007928.994830672,1.0,"Ads,Scale",1.3841875056625956,healthy
3097163.3570848606,2317164.0200946894,0.0,Ads,3.820320784521534,healthy
4572833.948267126,3893528.941609237,0.0,Contract,9.783761226540571,healthy
25946267.95949143,25319740.7939968,1.0,"Scale,Industrial",8.697143639239858,cost_risk
12918381.873225074,11850066.4735149,1.0,Industrial,1.4346538143115577,cost_risk
15981707.750633445,15232342.541153673,0.0,Scale,3.52824733962401,cost_risk
35320281.946709745,31115210.71660381,1.0,"Contract,Scale",8.503482878052827,sales_risk
2732067.118289228,2261936.9110978167,0.0,Industrial,1.852180746702662,sales_risk
14797257.55878134,15225352.097380642,1.0,Ads,3.692100289891447,cost_risk
3032584.835364767,2479080.316360096,0.0,Industrial,8.917938100233899,healthy
6360817.09507816,6400489.809752784,0.0,Industrial,2.945391094830536,cost_risk
14421631.757850287,10857327.594670434,0.0,Industrial,23.04514824485605,healthy
44649124.95116126,45486692.14087255,1.0,"Industrial,Contract",6.601666130966324,both_risks
4064637.241606652,2860058.640270413,0.0,"Ads,Contract",6.702962015873139,healthy
8082434.999377341,7862971.831157991,1.0,Ads,5.851622449888019,cost_risk
28239628.176692467,21804248.64242121,1.0,Ads,5.498280192132563,healthy
2003070.639016874,1630900.9460253415,1.0,"Scale,Industrial",6.297080505808388,healthy
12763663.651668452,9887622.418576937,1.0,"Ads,Scale",0.28651861636493187,healthy
6528722.519696889,4980779.925266273,1.0,Industrial,1.6541474302623593,healthy
3679564.7493977556,2196774.863790128,0.0,Scale,6.949640741461501,healthy
10289462.00412474,10262309.37709535,0.0,Scale,0.15509638407813253,cost_risk
16109598.973826444,12992805.517367681,1.0,"Industrial,Contract",7.994566276380058,healthy
3569372.0348233506,2479803.7752720597,1.0,"Ads,Scale",5.222788328612731,healthy
12993889.699913276,12894943.791563028,0.0,"Ads,Scale",8.843601556606329,cost_risk
10568305.043759977,10892294.792128429,0.0,Contract,5.411379269433903,cost_risk
2566841.4519441454,2148560.321910067,0.0,Ads,12.152141695428583,healthy
42009774.14621644,38009525.774494305,1.0,"Industrial,Ads",3.001082162720026,sales_risk
26427155.842066824,18614761.660519414,1.0,Contract,7.4995645908178545,healthy
3760540.4890036024,3486274.389506766,0.0,Contract,4.409214157947082,cost_risk
4942437.147824434,3619246.525449589,1.0,"Ads,Industrial",10.187529399736706,healthy
19206901.657733925,19834266.181695193,1.0,Industrial,3.0150645113419654,cost_risk
5414282.6369137205,4639269.071061542,0.0,"Scale,Ads",2.2072217454146235,healthy
1411666.3806308424,1337203.1038643215,0.0,Industrial,10.212446496160245,both_risks
25365032.55391335,18577832.6053753,1.0,Industrial,2.3149133075882817,healthy
8964486.839658875,6935374.224853021,0.0,Industrial,5.32111644848657,healthy
59830504.105694056,54965630.66714439,1.0,Scale,8.371128687858873,sales_risk
12704503.859523602,9291565.636399733,1.0,"Contract,Industrial",3.064275808725567,healthy
10756195.68581843,9809276.527473444,1.0,"Ads,Scale",2.811509652429104,healthy
157431418.1993227,117892691.64852558,1.0,Ads,10.05976236894018,sales_risk
7482912.561551643,6611810.816221726,1.0,Industrial,0.5316997669841304,healthy
3430389.038876017,2505081.7416324923,0.0,"Contract,Industrial",1.1235242548976887,healthy
11175092.541735344,10878147.296333415,1.0,Contract,3.9310320196489714,cost_risk
27667110.054235917,18579328.956422836,1.0,Industrial,11.358941179724365,healthy
2771446.2555143307,2341893.0838932656,0.0,Industrial,4.737188666764285,healthy
3583085.614684752,3186443.0473513207,0.0,"Contract,Scale",4.085345541656318,healthy
13933089.35652654,9463249.7570094,0.0,Scale,5.677479098403868,healthy
363180.27245867666,265096.81292115664,0.0,Ads,3.235286401856335,sales_risk
2979664.7198002227,2508197.429555449,0.0,"Ads,Scale",3.644914574825905,healthy
19687295.406435717,14206360.169560395,1.0,"Ads,Scale",4.737898711265656,healthy
4941898.286365439,4048225.6055390765,1.0,Scale,4.542320068250253,healthy
1747185.6778693162,1119929.4398224666,0.0,"Ads,Scale",4.308392890304418,sales_risk
60950136.804729566,53057884.991803415,0.0,"Contract,Industrial",6.030116919495821,sales_risk
2168323.492301324,1611797.1232314827,0.0,Industrial,2.4762489547850204,healthy
5265225.080875232,3742411.4235688876,0.0,"Industrial,Contract",2.894537606552622,healthy
6121198.696247501,4421781.292071242,0.0,Ads,2.0452910747957196,healthy
9656524.839281866,7837616.271285741,1.0,Ads,12.971437294017516,healthy
6140979.395656277,4955935.906231071,1.0,Industrial,7.64938303366174,healthy
8195001.2396808835,7397920.414756417,0.0,Contract,4.611823872170825,healthy
9411986.354930144,9542718.103826838,1.0,Contract,52.63318939046257,cost_risk
8148330.122131245,7765203.295000014,1.0,Industrial,6.212184471135871,cost_risk
9754837.177277608,8206049.020819234,1.0,Industrial,6.429687737629069,healthy
823298.6653470836,771195.9325450998,0.0,Scale,7.672451632654813,both_risks
13812225.969974244,10142131.023660198,1.0,Contract,1.0753222793311137,healthy
2181543.696914837,1793870.8337344239,1.0,Ads,3.335844464291074,healthy
1018004.0849147389,626785.3697486578,0.0,Contract,4.597139455465356,sales_risk
35369057.23616316,30839433.204917304,0.0,Industrial,2.0236302580855163,sales_risk
2457081.252607623,1958708.6023589543,1.0,Contract,12.960157533498212,healthy
10637213.366748914,10531171.397280596,0.0,Ads,10.387402780567006,cost_risk
4103859.83890163,3216262.2121390505,1.0,Scale,1.234067831459223,healthy
4508764.756845785,3539500.119780047,1.0,Contract,1.5861572315695593,healthy
14413196.50121886,16091690.626113195,1.0,"Industrial,Contract",1.5011282375229364,cost_risk
3115110.056778132,2881852.3912606793,0.0,Industrial,12.216288002502383,cost_risk
12899179.664556215,9941408.097810265,1.0,Ads,3.4002703932176876,healthy
13003023.642200302,9272915.093995916,0.0,Contract,24.761324814656852,healthy
28472461.47119578,19819103.18360868,1.0,"Contract,Scale",11.392231785540147,sales_risk
6348866.046086579,6229335.487929854,1.0,Contract,7.6124375314088635,cost_risk
25306763.58547328,21863353.58614086,1.0,"Ads,Scale",8.589582219723559,healthy
49659223.75559818,44962714.66858962,1.0,Contract,1.6968564132466237,sales_risk
43430923.97914662,39516208.76409729,1.0,Ads,3.239994633232908,sales_risk
15967675.521688776,11633905.183125157,1.0,Industrial,5.381164038199998,healthy
13924578.47088825,10344536.803875571,1.0,"Industrial,Contract",4.76782381249059,healthy
153537433.34884104,144287156.9501343,1.0,Scale,3.8367483837413063,both_risks
82819654.03805009,66894646.97452896,1.0,"Industrial,Contract",4.975453276217868,sales_risk
4128326.660522578,3306833.974115797,1.0,Industrial,18.170073162840637,healthy
22378450.807750393,18546546.818174507,1.0,"Ads,Scale",1.5617197677553523,healthy
16223303.140473325,14271075.40635712,0.0,Contract,6.027695801929506,healthy
9552060.62562645,9727612.767173123,1.0,Contract,1.0429438296691842,cost_risk
10358440.97178019,9383790.337408442,1.0,Industrial,7.8497465127367665,healthy
14472851.071317773,13975768.88806412,1.0,Scale,2.3644134627686837,cost_risk
22688267.016997386,15820382.025304757,1.0,Ads,9.221863853220558,healthy
11059162.873662923,7951033.091052921,0.0,Scale,1.5401454791389733,healthy
12481944.45626761,12427915.416769179,1.0,Industrial,9.405259130212826,cost_risk
35752841.77456162,33145916.051467177,1.0,Contract,13.593166184448402,sales_risk
12209443.204223076,10596540.45256602,0.0,"Industrial,Contract",7.318180491317738,healthy
15325405.22788161,12724529.543150024,1.0,Industrial,17.137169194555202,healthy
23920110.260277014,25475361.313960362,1.0,Ads,11.6307150054134,cost_risk
45501798.74779849,43426308.06752009,1.0,Industrial,6.603593999288199,both_risks
30311596.777902875,24851812.854684606,1.0,Scale,4.846903263183586,sales_risk
12957883.855826546,10084569.027779937,1.0,Industrial,4.038496591832538,healthy
10938677.42320845,9080666.57507592,0.0,"Industrial,Scale",7.381240266544918,healthy
2614011.1068632817,2420177.519035961,1.0,Scale,5.710844903704921,cost_risk
11900161.674757596,11478737.121118605,0.0,Ads,2.4315157992196106,cost_risk
3149739.2829349623,2893473.461030221,1.0,"Ads,Industrial",5.619129215321185,healthy
3191369.070779045,3363117.9514888846,0.0,"Scale,Ads",10.636215823430314,cost_risk
17030372.532432497,15494533.202302126,1.0,Scale,2.4758996094626564,healthy
8035845.802751937,6941291.569363642,1.0,Industrial,15.593020473086426,healthy
14249173.970685825,13955724.010444317,0.0,"Contract,Industrial",6.539034220288595,cost_risk
4747064.014146945,4253723.615570514,1.0,Industrial,12.435498940107454,healthy
29538469.05262471,20160253.9507188,1.0,"Scale,Ads",2.8649428578920477,healthy
10260090.10729988,7776859.9424381675,0.0,"Industrial,Contract",11.870315965140119,healthy
29143088.07994499,28561236.40923398,1.0,Contract,1.950610107711623,cost_risk
17425417.77933227,16610579.009332899,1.0,Scale,0.9064459168856045,cost_risk
10482827.903720366,8362647.66863045,1.0,"Industrial,Scale",7.457461675915805,healthy
5506680.716946142,4285985.459373984,1.0,Ads,3.861107760454427,healthy
9170547.771786677,6535509.902240427,0.0,Ads,4.095886892707743,healthy
20338180.401979998,17754239.41074487,0.0,Scale,10.125748088671969,healthy
17852564.657383222,15852631.644298427,0.0,Ads,2.8072429768428253,healthy
2688288.6176431747,2583298.6051736586,1.0,Industrial,1.3576739447255501,cost_risk
24783336.072972808,1126838381.7949405,1.0,Contract,20.846441064315222,healthy
7174847.453336301,5424909.930322498,0.0,Industrial,6.424391314317267,healthy
20080579.682145927,18879457.274631374,1.0,"Contract,Ads",5.270738892318729,cost_risk
4423809.402282141,3597916.771925698,1.0,Contract,2.7718670868614304,healthy
16816234.00564652,14274865.204095798,0.0,Contract,11.469312341083162,healthy
4006417.935594935,2746930.021591755,0.0,"Contract,Industrial",6.233758498884853,healthy
10113248.264808113,7835456.159338943,1.0,Scale,5.755205083439017,healthy
6595975.137207965,6425778.474964291,0.0,Ads,1.8202485685498606,cost_risk
6678656.7044346575,6636206.147666154,0.0,Scale,9.116154884014783,cost_risk
5042501.046816,4006629.7167460225,1.0,"Scale,Contract",2.23876579843438,healthy
7621020.966171366,7469011.287828569,1.0,Industrial,8.628228882690403,cost_risk
1558704.0703249243,1357479.0168530666,0.0,Industrial,4.084999637973571,sales_risk
21350798.41445821,23330875.22195324,0.0,"Scale,Ads",7.798817286438199,both_risks
23246998.551111944,14359118.071495537,1.0,Ads,3.0492043736801797,healthy
5707125.998449087,4845610.975330116,1.0,Contract,2.4699852532945994,healthy
2236103.441619554,1398317.1402448765,1.0,"Industrial,Scale",3.8014959827558816,healthy
4654247.168101881,4520633.664719436,1.0,Industrial,7.00739897167794,cost_risk
22922151.828016546,23220839.35682804,1.0,Industrial,1.0678514215037302,cost_risk
16610087.896902587,13131299.860871427,0.0,Contract,4.2107715966763495,healthy
6580665.507083319,5713482.812473015,0.0,"Industrial,Contract",3.5162659083132195,healthy
21796822.93344219,19695237.223300923,1.0,"Industrial,Ads",9.359886032447513,healthy
3136189.9947175663,3008931.560795883,0.0,"Contract,Industrial",3.9829582390637315,cost_risk
4815563.704314294,3002227.9953135466,1.0,Contract,3.3302550794155836,healthy
14283380.93038616,11961705.070212306,0.0,"Ads,Scale",7.513411666966254,healthy
8073411.345316479,7264826.244045153,0.0,Scale,4.607181965056927,healthy
4929629.055247878,3973700.583897719,0.0,Ads,23.196030184686744,healthy
720623.6304413374,544993.2969390015,0.0,Contract,1.7228934205712334,sales_risk
17386704.008006494,12969746.276243215,0.0,Scale,3.444406311396108,healthy
12282939.35745661,10535515.543517718,1.0,Industrial,3.4991483040844216,healthy
1555142.3945308635,1443959.0702229165,0.0,Contract,2.8356482332039006,both_risks
16196823.263187414,15856582.82074039,1.0,"Industrial,Contract",3.9173177429803507,cost_risk
8759384.879758274,7284752.017731703,1.0,"Contract,Industrial",3.4010477565498745,healthy
11743785.645041123,8478639.663341995,1.0,"Ads,Scale",7.349965449063129,healthy
22866721.60499685,19937696.41522381,1.0,"Scale,Industrial",7.155043977499308,healthy
4240166.922938014,4191590.7104484662,1.0,Ads,2.562149973057037,cost_risk
18138806.637459107,14483185.57989778,1.0,"Contract,Scale",3.377507443256511,healthy
17607828.319227595,15439187.774743825,1.0,Industrial,7.578715529663597,healthy
19029781.156027023,18006732.367680945,0.0,"Contract,Scale",7.488360094780633,cost_risk
45624516.76259957,36161728.26086289,1.0,Ads,5.009172507232048,sales_risk
17171040.703195564,14069195.459548675,0.0,"Ads,Contract",2.378989245148295,healthy
5067926.358631425,4413095.85422877,0.0,Scale,13.517758111297226,healthy
53671056.02053275,49332771.16581927,1.0,"Ads,Scale",7.109699492273394,sales_risk
2936378.1391015192,2024088.9488108896,1.0,Ads,8.826583817569487,healthy
5594398.602911737,4885065.98225178,1.0,Contract,7.597223342607128,healthy
3387254.5669879825,2609277.338047231,1.0,Scale,5.569735316139698,healthy
8018317.745793244,6902018.474045178,0.0,"Industrial,Contract",2.016391492474113,healthy
26224883.848780822,23444243.686593443,1.0,Contract,3.9843861204715822,healthy
32533664.983902592,29829659.84942166,1.0,Scale,1.9956744157574837,healthy
14125855.729820767,15289150.474585604,1.0,Industrial,4.164398090742125,cost_risk
4831216.882382153,4237982.9511536695,1.0,"Industrial,Scale",12.739630827412315,healthy
5108311.115865976,3319462.45687901,1.0,Industrial,10.150137806522107,healthy
4861238.813743536,4094851.5658844877,1.0,Industrial,9.456354287302602,healthy
23042264.6790651,20439640.943498563,0.0,Ads,12.12397195039076,healthy
3589274.5842922237,3145996.832920833,1.0,Contract,5.512999733937916,healthy
21094571.182490062,21251809.049396414,1.0,Ads,9.901000156564095,cost_risk
8601145.313764673,5662950.064637599,0.0,"Industrial,Contract",12.464831769234191,healthy
10554375.512767376,9529508.256567745,0.0,Contract,6.604351601049915,healthy
40294211.60218694,35141953.775810726,1.0,Ads,10.605577873417294,sales_risk
5524293.842805857,5061292.721469112,0.0,Ads,25.0,cost_risk
46815672.913921185,36978351.27329782,1.0,Ads,2.5845941557716676,sales_risk
2170671.968808502,1803897.097863338,0.0,Industrial,3.6649181958019383,sales_risk
3895124.9098873516,2663736.4387648394,0.0,Ads,5.5654525657748914,healthy
1833264.0994742212,1950415.0510264027,0.0,Contract,13.139541102874496,both_risks
4211031.198597845,3065755.316472968,1.0,Ads,7.618576169796857,healthy
15916742.445919096,15075974.116667278,1.0,Ads,3.0732437964479633,cost_risk
18582467.097520985,15187002.448913084,0.0,Ads,7.233623082920936,healthy
12076540.215822868,9948535.669883758,1.0,Industrial,7.712164172901842,healthy
11606687.07154286,12335684.523892125,1.0,"Industrial,Ads",3.319909605072282,cost_risk
2748794.536821656,2256136.097685484,0.0,Scale,2.133985307708806,healthy
2357631.7256541904,2288642.9639491034,0.0,Ads,5.165331901340289,cost_risk
12041746.042683728,9798004.13199643,0.0,"Contract,Scale",0.46340367327502474,healthy
34202420.60000047,31796272.57069775,1.0,Industrial,7.809601913060764,sales_risk
6174047.883204738,4880209.245475656,1.0,Contract,2.522031107933919,healthy
2499097.8967253724,1870654.9538525331,1.0,Ads,5.179650678116337,healthy
1917858.049900763,1449942.2600833974,0.0,Contract,8.655159181226171,sales_risk
4498921.617137649,4245259.722481678,1.0,Ads,6.124745988277178,cost_risk
43121998.12378051,39035229.49119652,1.0,"Industrial,Scale",2.955667895263349,both_risks
7219241.5903773,6684193.152075788,0.0,Scale,7.496582817392776,cost_risk
